Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,mood
25291,1MCslHrdbvTmhJr9La6sCe,Peter Wackel,Ballermann Party Mix - Alle Après Ski Hütten Hits der letzten Jahre,An der Theke,0,172187,False,0.652,0.97,1,-2.76,1,0.0764,0.0123,0.0,0.0582,0.805,127.971,4,disco,Happy
24952,0Nxbu4qaBEPym7yCCedw8J,Inner City;Steffanie Christi'an,Save Me,Save Me,5,158722,False,0.599,0.948,0,-3.972,0,0.0472,0.000532,3.93e-05,0.0685,0.856,123.978,4,detroit-techno,Happy
8465,1YIxmHt4EKS0gMs3L0mxQV,Eagles Of Death Metal,Peace Love Death Metal,Miss Alissa,61,158600,False,0.549,0.992,1,-3.712,1,0.116,0.797,0.0,0.196,0.877,172.342,4,blues,Happy
14241,4l9GmtSbgenAGPwiXKZvph,Tatiana,La navidad es todo aquello que nos hace recordar...,Jingle Bells,0,180346,False,0.751,0.87,9,-4.757,1,0.0285,0.25,0.0,0.0902,0.783,104.493,4,children,Happy
46041,4eAGVhU2RE0OYfFPXmhixc,Lawineboys,Remmen Los,Zuipen,30,160000,False,0.849,0.867,0,-5.832,1,0.035,0.158,0.0,0.299,0.993,121.97,4,happy,Happy
89135,2kAz0WYicCnx9yEuhT0MhL,J Balvin,Queda poco para la PAES 2.0,Sin Compromiso,0,189026,False,0.774,0.914,7,-4.739,1,0.159,0.193,0.0,0.427,0.816,98.031,4,reggaeton,Happy
100541,6zPFqTggzyqpBIRpP4p6HG,Soda Stereo,Me Verás Volver (Hits & Más),Pic Nic En El 4° B - Remasterizado 2007,37,218573,False,0.67,0.864,9,-5.847,1,0.0283,0.0159,0.433,0.128,0.915,123.82,4,ska,Happy
617,203WkDdprjHpN37QMBCMyJ,Masaharu Fukuyama,HEY!,HEY!,30,347200,False,0.548,0.889,0,-6.106,1,0.0309,0.0324,0.0,0.359,0.789,95.289,4,acoustic,Happy
74094,6Q4no26EaF80ttkI9HEWME,Casuarina,Roda de Samba do Casuarina e Convidados,Canto de Ossanha,48,264533,False,0.435,0.708,9,-8.022,0,0.0375,0.649,0.0021,0.741,0.729,95.75,4,mpb,Happy
10169,34FdWL24t8haQryvVkuYqb,Bassnectar,Underground Communication,Carried Away,18,224066,False,0.634,0.872,1,-6.77,1,0.104,0.0116,0.0164,0.615,0.756,183.941,4,breakbeat,Happy
107138,0LteBf3TS8NSQISDf887Ph,Róisín Murphy,The State of Pop,Overpowered,0,308106,False,0.74,0.818,3,-6.283,0,0.0366,0.0972,0.00424,0.267,0.889,117.02,4,synth-pop,Happy
102287,1U70hVLqpeVO7IjMsw0k6I,Chicago,Christmas Music - Holiday Hits,(Because) It's Christmastime,0,200026,False,0.711,0.742,11,-5.434,0,0.0294,0.172,0.000838,0.0502,0.73,100.053,4,songwriter,Happy
85744,7186LhwrXw1yG2AhjCQivK,Chingadazo de Kung Fu,Me Pongo Hasta la Madre Porque Estoy Hasta la Madre,Epitafio (Perdón por Ser Rock And Roll),37,151558,False,0.577,0.894,9,-2.555,1,0.0413,0.0104,0.0,0.36,0.77,127.513,4,punk-rock,Happy
39372,6bcBHA9yMD3lEHLWvNkprz,Michael Schulte,Frühstücksmusik Herbst/Winter 2022/2023,With You,0,191098,False,0.495,0.938,2,-3.259,1,0.209,0.126,0.0,0.0745,0.766,173.973,4,german,Happy
24281,14vUvvgWazr1vucy8qJO6W,Rhythim Is Rhythim,30 Years Of Rage,Emanon - Original Mix,10,211092,False,0.762,0.97,7,-13.74,1,0.0757,0.0238,0.903,0.0523,0.923,127.674,4,detroit-techno,Happy
14028,16fB04furFL6hVjis0tbJL,Kidz Bop Kids,Diversión para los peques,Good 4 U,0,166453,False,0.553,0.704,6,-4.866,0,0.125,0.00756,2.95e-05,0.0939,0.809,167.803,4,children,Happy
108831,5qpNxZb2y07DNBJg6rsZz8,Roberto Goyeneche,Berretín,Alma De Loca,17,154240,False,0.439,0.706,7,-4.388,1,0.0418,0.922,0.0,0.363,0.802,105.272,4,tango,Happy
87671,0n8XnoVsyOULS6fbJOJqnH,Legião Urbana,Acústico (Ao Vivo Em São Paulo / 1999),Faroeste Caboclo - Ao Vivo Em São Paulo / 1999,42,593600,False,0.521,0.731,7,-6.115,1,0.36,0.464,0.0,0.758,0.728,83.667,4,r-n-b,Happy
82385,4k0gm8GjjKQkBPqiIiLxPs,Teenage Bottlerocket,Stay Rad!,Everything to Me,25,176531,False,0.385,0.846,4,-3.843,1,0.0813,0.000539,0.00122,0.0744,0.929,161.906,4,power-pop,Happy
77381,6xlUpJZdh5ogzxJ36tYPGV,Turma do Pagode,O Som das Multidões,Horas Iguais - ao vivo,46,240920,False,0.605,0.719,0,-6.549,1,0.0419,0.637,0.0,0.85,0.806,83.034,4,pagode,Happy
112634,3iX2aBQdzOMyqfc2umONBu,Hidra,Aug-13,Türkçe Rap,39,184615,True,0.713,0.957,1,-5.824,1,0.234,0.232,0.0,0.452,0.743,89.942,4,turkish,Happy
21840,4UwFt2zfxXT1QH8TEkQHh1,Filip Mota,No Puedo Creer,No Puedo Creer,27,206166,False,0.703,0.712,9,-4.96,0,0.088,0.347,0.0,0.133,0.743,89.909,4,dancehall,Happy
59755,54jpZQlDpc7w3kCVcYx9Oz,Ahoora,Make Yourself Heard,Vampire,0,262825,False,0.503,0.901,2,-6.942,0,0.0429,0.413,0.692,0.0995,0.806,83.009,4,iranian,Happy
95861,0bbk3Mjmfxp55ZHkCcHrqY,Conjunto Clásico;Johnny Rivera,Lo Mejor De Conjunto Clasico - Cantando Johnny Rivera,Lana,27,284106,False,0.568,0.755,0,-7.411,0,0.0421,0.499,6.37e-06,0.27,0.941,91.345,4,salsa,Happy
73989,7m430L6XGkvgf5muYbUt06,Mihalis Safras,Minimi,Dirty Freak,16,257006,True,0.899,0.868,7,-7.334,1,0.0674,0.000525,0.00185,0.0597,0.735,126.992,4,minimal-techno,Happy
13574,3ikntAs1UhmN39Q8fpRSZW,Glenn Underground;Matt Hughes SJU,Disconnected,Disconnected - Louie Vega Rewerk,7,599042,False,0.822,0.741,6,-9.548,0,0.0487,0.023,0.494,0.0772,0.884,127.013,4,chicago-house,Happy
97416,0sRAXMfrDR9eg5jgMyjp6P,Só Pra Contrariar,Só Pra Contrariar,Mineirinho,48,205533,False,0.706,0.729,0,-8.979,1,0.103,0.222,0.0,0.0928,0.905,94.488,4,sertanejo,Happy
17996,5gpxN0PKFEFbj2k3x3dK6D,Gaze,Shake the Pounce,Detail Queen,15,128399,False,0.515,0.721,0,-7.889,1,0.0297,0.583,0.881,0.0569,0.851,113.176,4,club,Happy
18644,0tqLy3AF81K7ZwAvceW9po,Patton Oswalt,Finest Hour,The Weight Loss Plan,23,127533,True,0.657,0.89,5,-5.091,1,0.916,0.781,0.0,0.662,0.802,73.569,5,comedy,Happy
85180,1A6ETm7oNSZ5SRr6uuvKdx,Flema,Si el Placer Es un Pecado...,Vahos del Ayer,45,152746,False,0.504,0.884,2,-5.09,1,0.133,0.00481,1.48e-06,0.0817,0.743,115.18,4,punk-rock,Happy
63206,2o6d0rAC9BAyPmgXnbXx1h,CHiCO with HoneyWorks,我武者羅 (TV size),我武者羅 (TV size),49,90000,False,0.509,0.965,11,-3.007,1,0.129,0.257,0.0,0.4,0.755,97.006,4,j-rock,Happy
82220,32uXfxJERzv4RK1gMLXbOA,Fountains Of Wayne,Fountains of Wayne,Sink to the Bottom,50,192493,False,0.471,0.71,4,-6.418,1,0.0286,0.0142,3.57e-05,0.283,0.809,97.43,4,power-pop,Happy
109431,1M3Im6Xjl0QUKbP9VAXxVf,La Bouche,Best Of La Bouche feat. Melanie Thornton (feat. Melanie Thornton),Sweet Dreams,57,204586,False,0.656,0.956,11,-5.647,0,0.0536,0.0784,0.0247,0.0923,0.831,133.713,4,techno,Happy
1647,4Q9ZdYqNIF1UhxKsrDkitE,Samuca e a Selva,Ditados Populares Dançantes,Imensidão,18,196343,False,0.758,0.803,11,-4.762,0,0.0329,0.0336,4.08e-06,0.203,0.791,108.015,4,afrobeat,Happy
95412,1gvLIV1RrQvy3JdxHsvTgg,Yiyo Sarante;Lapiz Conciente,La Maldición,La Maldición,31,196053,False,0.787,0.77,9,-7.06,0,0.241,0.427,0.0,0.365,0.712,93.009,4,salsa,Happy
55950,7A7Jy2DdlkKxemKHYV0Zep,Pritam;Arijit Singh;Nikhita Gandhi,"Ullu Ka Pattha (From ""Jagga Jasoos"")",Ullu Ka Pattha,42,211176,False,0.745,0.891,4,-5.572,0,0.0421,0.359,0.0567,0.104,0.906,122.025,4,indian,Happy
96392,3nZiCfdFj6xsCIBGydkxDG,Grupo Raça,Jeito De Felicidade,Tô Legal,40,219773,False,0.586,0.837,0,-8.655,1,0.0558,0.207,0.0,0.197,0.892,152.903,4,samba,Happy
30082,5odOSnLe89YWZ198e9SJ8O,Tiësto;Charli XCX,Your Perfect Soundtrack,Hot in It,0,129817,False,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,4,edm,Happy
97825,0DZD6Ovjvifz8AQPnGbhyE,João Bosco & Vinicius,Indescritível (Live),Eu Vou Morrer De Amor,44,151346,False,0.666,0.863,10,-4.146,1,0.0299,0.321,0.0,0.557,0.961,145.95,4,sertanejo,Happy
43762,4dXLtuvLIMWQ47m40JqRYB,Acid Arab;Hasan Minawi,Jdid,Électrique Yarghol,38,392160,False,0.628,0.708,4,-5.502,1,0.0619,0.000305,0.866,0.105,0.728,103.0,4,groove,Happy
71142,7LyODTwVRK0KN0615tcBPq,Marilyn Manson,Halloween Scary Party,The Beautiful People,0,222773,True,0.609,0.948,9,-4.938,1,0.113,0.00404,0.0978,0.042,0.786,144.037,4,metal,Happy
91889,7gF611irT26CBRN7JOTRAU,Counting Crows;Vanessa Carlton,Mirando las nubes,Big Yellow Taxi,0,226826,False,0.674,0.867,1,-4.329,1,0.0462,0.00199,0.0,0.206,0.821,88.04,4,rock,Happy
53571,5oY1YpakH5QxTMaZv4eCMi,Nathan Dawe;Ella Henderson,It's You - Fresh Hits,21 Reasons,0,155253,False,0.621,0.785,6,-4.499,1,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,4,house,Happy
9094,2lxPxoNHyjE5cpdxuj9VuK,Tim Maia,Só as Melhores do Pop Rock Brasileiro,Vê se decide,0,193866,False,0.817,0.743,8,-6.656,0,0.0464,0.298,0.0,0.233,0.961,123.382,4,brazil,Happy
35090,52hskZSqoPDyBCpVNomdiO,Mastruz Com Leite,"Ao Vivo, Vol. 1","Meu Vaqueiro, Meu Peão - Ao Vivo",49,202373,False,0.595,0.962,11,-6.977,0,0.0432,0.332,0.000247,0.45,0.95,104.791,4,forro,Happy
35321,7auGcE3hWufyQO8LMI66tU,Petrúcio Amorim,Na Boléia do Destino,Filho do Dono,42,159773,False,0.676,0.765,7,-6.175,1,0.0717,0.458,0.0,0.342,0.93,170.194,4,forro,Happy
68595,0PF7SVd93G602xdi8SVyEz,Lalo Ebratt;Sebastian Yatra;Yera;Trapical Minds,Fiesta Reggaeton 2010s,Déjate Querer,1,202823,False,0.755,0.792,6,-4.238,1,0.0483,0.028,0.0,0.0754,0.842,106.015,4,latino,Happy
110631,0wYVNC09iLBVIqHB07Hckt,ATB,No Silence,Ecstasy,54,261093,False,0.658,0.878,8,-6.834,0,0.0346,0.135,0.591,0.0948,0.907,130.009,4,trance,Happy
37347,7hYd46C5iQqk2SkJk0uGB8,Al Green,REGNIG DAG,Standing In The Rain,0,188773,False,0.854,0.747,1,-6.685,0,0.038,0.00638,0.763,0.135,0.967,112.859,4,funk,Happy
1343,49FKW4e2yUqbKkzncXjjIH,Abayomy Afrobeat Orquestra;Otto,Abra Sua Cabeça,Mundo Sem Memória,20,256000,False,0.697,0.878,9,-7.686,0,0.0601,0.0557,0.000552,0.0918,0.751,102.012,4,afrobeat,Happy
57581,07Wy1eKaBeKTUhCQVPvaKP,Aditya A;Mumzy Stranger,Chaand Baaliyan (Girl Let Me Tell You),Chaand Baaliyan - Girl Let Me Tell You,46,135000,False,0.718,0.801,0,-4.54,1,0.0543,0.0955,0.00276,0.196,0.782,99.975,4,indie,Happy
69427,5yCYL0HXS6rEFbfyXF7tFv,Psychomantra,Vetti Pasanga,Cheers 2.0,30,224986,False,0.791,0.902,6,-5.478,1,0.131,0.105,0.0,0.36,0.774,100.035,4,malay,Happy
68094,4ITduRq3rgDD4nuG7hUpWY,J Balvin;Maria Becerra,Fiesta portatil,Qué Más Pues?,1,217361,False,0.904,0.817,8,-3.956,1,0.0871,0.0254,0.000141,0.232,0.753,101.988,4,latino,Happy
89812,2L95U6syP0bV3fkYYOzmiW,El Alfa;Chael Produciendo;CJ;El Cherry Scom,La Mamá de la Mamá,La Mamá de la Mamá,72,219000,True,0.922,0.927,11,-3.025,1,0.105,0.283,0.00331,0.719,0.796,129.978,4,reggaeton,Happy
88664,5O4erNlJ74PIF6kGol1ZrC,Bob Marley & The Wailers,Uprising,Could You Be Loved,78,237000,False,0.916,0.72,0,-8.548,1,0.1,0.36,0.00016,0.0958,0.76,103.312,4,reggae,Happy
91296,54U8KseFLbjpPYfq2DEB7B,Bon Jovi,80s Bangers Vol. 1,You Give Love A Bad Name,3,223146,False,0.532,0.964,0,-2.559,0,0.0519,0.0477,0.0,0.359,0.804,122.778,4,rock,Happy
72827,7re2pivIcLuIxwz3LRhpwA,Scary Kids Scaring Kids,The City Sleeps in Flames,Empty Glasses,26,170186,False,0.409,0.946,9,-4.594,0,0.0676,0.00306,0.0,0.108,0.72,170.068,4,metalcore,Happy
84597,5qyHP14pcc5Pn1j6EXha3b,Grateful Dead,"Veneta, OR 8/27/72: The Complete Sunshine Daydream Concert (Live)","Promised Land - Live in Veneta, Oregon 8/27/72",31,203760,False,0.604,0.809,0,-9.503,1,0.0387,0.647,0.741,0.333,0.956,161.272,4,psych-rock,Happy
98738,2r3Hrk95wmPjRp5SkuCmm5,Stephanie J. Block;Teal Wicks;Micaela Diamond;Carleigh Bettiol;Marija Juliette Abney;Aléna Watters;Tiana Okoye;Jennifer Rias;Angel Reda,The Cher Show (Original Broadway Cast Recording),The Shoop Shoop Song,22,75337,False,0.725,0.753,0,-2.901,1,0.149,0.312,0.0,0.35,0.949,130.154,4,show-tunes,Happy
113361,1S2yuNLsKtee4wTsRLC0ul,Chris Tomlin;Chris Lane,Chris Tomlin & Friends,Gifts From God (feat. Chris Lane),45,202240,False,0.515,0.841,8,-3.753,1,0.0382,0.266,0.0,0.259,0.82,156.061,4,world-music,Happy
107845,4qzYEP4LPpSC1PS8Lk67jl,Indochine,Unita (Best Of),Kao bang,23,298266,False,0.717,0.963,5,-4.819,0,0.0678,0.0311,0.00108,0.0708,0.742,125.986,4,synth-pop,Happy
61972,0P5xrCx1g37I5ZmeJ7hZWf,Flower,F,My Joe,18,210573,False,0.582,0.934,4,-3.256,0,0.061,0.113,6.06e-05,0.11,0.849,117.829,4,j-idol,Happy
61452,0LJFeME84eaC5veWs5giYV,Ayumikurikamaki,大逆襲,旅立ちの唄,36,208146,False,0.593,0.927,11,-2.998,1,0.104,0.0866,0.0,0.275,0.777,173.948,4,j-idol,Happy
87062,7pO8TsOPKQCgFVLYkoCiFV,Chuck Berry,Santa Claus Is Coming To Town,Run Rudolph Run,0,162897,False,0.647,0.876,10,-5.662,1,0.185,0.881,3.59e-05,0.26,0.949,151.925,4,r-n-b,Happy
3773,6lKRMylSZMtA7EqPl0pcdI,MARINA,The Family Jewels,Are You Satisfied?,71,198960,False,0.669,0.712,0,-4.992,1,0.0412,0.303,0.0,0.0755,0.843,124.009,4,alternative,Happy
96344,1fmdXvBzNSe3LvbcR4RiZs,Zeca Pagodinho;Jorge Ben Jor,Zeca Pagodinho - Uma Prova De Amor Ao Vivo (Deluxe),Quando Eu Contar Iaia / Hei De Guardar Teu Nome / Vou Lhe Deixar No Sereno / Quem Sorriu Foi A Patroa / Bagaço Da Laranja - Ao Vivo,40,306468,False,0.573,0.831,1,-8.604,1,0.152,0.452,2.05e-06,0.984,0.732,122.742,4,samba,Happy
18465,5HNVfQ3yvkOSMSSF766GKB,Rachel Feinstein,Thug Tears,Fairytales and Porn,23,96442,True,0.639,0.906,8,-6.18,1,0.853,0.839,0.0,0.933,0.824,85.931,3,comedy,Happy
68345,6p5xqRlCrUcRLoK3YC9ldV,Don Omar,Homecoming Latin Party,Salió El Sol,0,317280,False,0.886,0.708,4,-5.915,0,0.0911,0.107,0.0114,0.044,0.965,109.976,4,latino,Happy
35768,2LxqoUm6iBFvU9BqelkQUS,Soró Silva,Pra Frente,Sinto Falta Dela,38,210133,False,0.727,0.804,6,-2.495,1,0.044,0.0811,0.0,0.134,0.96,185.928,4,forro,Happy
13243,7d25Oab5IditBkf8XBnXeK,Larry Heard;Loosefingers,Soundtrack From the Duality Double-Play,"Glancing at the Moon - 12"" Version",13,251373,False,0.686,0.705,7,-11.567,0,0.0453,0.0173,0.942,0.0744,0.769,113.012,4,chicago-house,Happy
88438,5K5PsYGecXpFRoSNYHvhll,Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,El perreo es el futuro,La Llevo Al Cielo,0,254920,True,0.795,0.845,9,-3.809,0,0.135,0.105,1.14e-05,0.172,0.769,170.023,4,reggae,Happy
80831,7wduEoLSXYggQqimn5LEP0,Silambarasan TR;Andrea,Vaanam (Original Motion Picture Soundtrack),No Money No Honey,57,324266,False,0.691,0.934,1,-3.408,1,0.185,0.354,0.000206,0.198,0.832,79.428,4,pop-film,Happy
43971,0h5D9uxuZRAfq6qMMX34vN,Mudvayne,Lost and Found,Forget to Remember - From Saw II - Original Soundtrack,56,215306,False,0.453,0.965,8,-3.388,1,0.141,0.000857,0.00275,0.0741,0.743,188.155,4,groove,Happy
66222,3uoE6QPoz8iURknH4PR3IB,Koo Koo Kanga Roo;Mega Ran,Slow Clap,Sneakin' Downstairs,16,221839,False,0.87,0.913,11,-5.997,0,0.197,0.19,2.9e-05,0.0877,0.898,105.991,4,kids,Happy
28439,0DaMxhrFFLWFSs41y64XdP,BaianaSystem;Nação Zumbi,Alfazema,Alfazema,32,199095,False,0.677,0.929,5,-6.017,0,0.0418,0.309,0.00129,0.318,0.709,129.996,4,dub,Happy
44515,1EHh1fC9FCKw31wotfXx7L,Matchbox Twenty,How Far We've Come,How Far We've Come,58,212253,False,0.566,0.905,0,-5.093,1,0.0646,0.0045,0.0,0.21,0.792,83.0,4,grunge,Happy
73121,49tMnLt1iXNT6QBOsepFyg,Josement;Chris Lake,All Night Alone (Chris Lake Edit),All Night Alone - Chris Lake Edit,55,179304,False,0.804,0.857,1,-6.814,1,0.118,0.0534,0.824,0.086,0.848,126.001,4,minimal-techno,Happy
95629,3JsLg8mtMCWmbxlvf7l768,Gilberto Santa Rosa,Me Cogió La Noche,Me Cogió La Noche,28,243957,False,0.837,0.755,7,-4.681,0,0.0378,0.348,0.0,0.102,0.762,99.033,4,salsa,Happy
28193,1Vc0GbabaIukvQZeQTrNQc,BaianaSystem,Terapia,Terapia,39,261400,False,0.79,0.814,9,-6.358,0,0.0268,0.243,0.0102,0.528,0.914,124.03,4,dub,Happy
38486,61Q1488cGOi0zuEGEIVHbV,Davila 666,Huesos Viejos,Huesos Viejos,29,198530,False,0.633,0.897,7,-7.225,1,0.0421,0.0948,0.0329,0.0439,0.734,117.398,4,garage,Happy
27696,6D6WkoEoY59Y6vV2e4y1NA,Ed Solo;MC Spyda,Soundsystem Entertainer,Soundsystem Entertainer - Original Mix,16,248228,False,0.648,0.955,2,-3.471,1,0.0604,3.07e-05,0.000391,0.058,0.871,175.003,4,drum-and-bass,Happy
17193,3iAvTn62s7rvE6hm6fFodt,Glee Cast,"Glee: The Music, Volume 5",Loser Like Me,53,199000,False,0.701,0.864,3,-4.351,1,0.0631,0.00331,0.0,0.0421,0.811,106.032,4,club,Happy
24795,4ElytRh63EPJKRCgm16WhT,Cybotron,Grooverider Presents The Prototype Years,Threshold,5,204466,False,0.533,0.971,7,-4.508,1,0.0586,0.000142,0.902,0.0702,0.746,169.12,4,detroit-techno,Happy
10297,01VrMW1iA5d9XrpMtZiVri,A.Skillz;Krafty Kuts;Ashley Slater,Tricka Technology,Roll Over Baby (feat. Ashley Slater),14,401493,False,0.814,0.839,10,-6.935,0,0.139,0.0179,0.168,0.0889,0.879,96.014,4,breakbeat,Happy
25467,2NVpYQqdraEcQwqT7GhUkh,Chaka Khan,"Epiphany: The Best of Chaka Khan, Vol. 1",Ain't Nobody,67,280853,False,0.8,0.878,1,-7.109,1,0.0434,0.189,0.000104,0.14,0.816,104.282,4,disco,Happy
36944,7CjPiRmZ6UHNlTUVGjWNcn,Jean-Jacques Goldman,Singulier 81 - 89,Elle a fait un bébé toute seule,32,233600,False,0.452,0.782,5,-7.425,1,0.0395,0.347,3.43e-05,0.0731,0.719,97.933,4,french,Happy
48530,6AHGXzBfUCsD7rq99TmvhI,Dona Cislene,Um Brinde aos Loucos,Good Vibe,32,219671,False,0.552,0.887,2,-3.412,1,0.0542,0.0189,0.0,0.0757,0.961,170.003,4,hardcore,Happy
91902,2x8evxqUlF0eRabbW2JBJd,Arctic Monkeys,Favourite Worst Nightmare,Fluorescent Adolescent,79,183893,False,0.654,0.828,1,-5.377,0,0.0281,0.00146,0.000144,0.122,0.79,112.056,4,rock,Happy
88655,4DHDIdeayp8xvlyg22wREO,Natti Natasha;Becky G,Ram Pam Pam,Ram Pam Pam,68,200785,True,0.908,0.813,5,-2.749,0,0.0777,0.305,0.0,0.278,0.924,97.018,4,reggae,Happy
77212,4GbEcznuSiPW8HeWubVrVt,Turma do Pagode;Grupo Menos É Mais,Turma no Quintal EP 2 (Ao Vivo),Bebe e Vem Me Procurar / Quem Ama Sente Saudade (Ao Vivo),48,216818,False,0.68,0.712,9,-6.781,1,0.0609,0.634,0.0,0.933,0.784,88.0,4,pagode,Happy
69588,6pwaOIKrZuvkwbY0k8tc8p,Sajeer Koppam,Snehanilavu,Akale keralanaadu,25,297528,False,0.504,0.879,5,-4.94,0,0.213,0.3,0.0,0.118,0.839,159.987,4,malay,Happy
1061,6SdaB4qWrwFG5goKg3NbVj,BaianaSystem,Forasteiro,Forasteiro,35,210373,False,0.685,0.732,9,-8.589,0,0.0322,0.00506,0.778,0.064,0.856,127.999,4,afrobeat,Happy
79318,2l3gQ8Zv1KlGqyE6B4ntPC,OneRepublic,Human (Deluxe),Distance,51,180352,False,0.611,0.766,8,-5.686,1,0.0634,0.112,7.13e-06,0.195,0.713,150.956,4,piano,Happy
97175,3yc2wVQh1CtRUTO97iWTl7,João de Souza & Bonifacio,"Aqui É Sistema, Vol. 1",Puxado no R,52,162539,False,0.616,0.933,0,-4.603,1,0.125,0.0856,0.0,0.353,0.776,160.045,4,sertanejo,Happy
50721,4I0k64wo0VaRmYr4hEJeiz,Ricardo Iorio,Atesorando los cielos,Ideando la Fuga,21,165760,False,0.498,0.935,4,-3.609,0,0.0476,0.0362,0.0,0.174,0.75,140.04,4,heavy-metal,Happy
97614,6wfehLk3AmW9ybIwPK59SZ,Lauana Prado,Raiz (Ao Vivo),Tá Brabo / Terapinga - Ao Vivo,45,205722,False,0.72,0.729,9,-2.696,1,0.0337,0.186,0.0,0.892,0.72,127.954,4,sertanejo,Happy
95017,1VI5OuEtgJC9w284xnSL3O,Frankie Ruiz,Carrete familiar,Desnúdate Mujer,0,289373,False,0.661,0.849,7,-4.315,1,0.033,0.355,1.22e-05,0.31,0.931,99.266,4,salsa,Happy
36725,0OskPVP9XXOcxsQ126gSs5,Kaza,TOXIC (Bonus Version),Les femmes sont si bizarres - Bonus track,33,182146,True,0.793,0.742,2,-6.93,0,0.101,0.275,0.0,0.172,0.723,140.034,4,french,Happy
107330,01SrlhxIkbzihcyYVmsh1z,Modern Talking,Alone,Sexy Sexy Lover - Vocal Version,53,213400,True,0.675,0.987,1,-3.191,0,0.0346,0.0096,0.00374,0.219,0.959,128.673,4,synth-pop,Happy
92823,4IulREhBqdT9VVjlAJkiVG,Eva Eastwood,Lyckost,Lyckost,24,150316,False,0.371,0.909,9,-5.573,1,0.0598,0.715,1.44e-06,0.304,0.869,182.788,4,rockabilly,Happy
35351,2ymLkMDFzVwuH5l4JmMnWS,Raí Saia Rodada,Raí Saia Rodada - Saia Paradise - Áudio DVD,Amor Transparente / O Que Tem Que Ser Será - Ao Vivo,42,327584,False,0.426,0.898,9,-5.517,1,0.0459,0.543,0.00051,0.318,0.762,168.001,4,forro,Happy
61581,3dfyuF6ieekxpLW0di9Cfy,MAX,TORA TORA TORA,TORA TORA TORA,21,223933,False,0.588,0.979,1,-5.44,1,0.0336,0.00151,0.0146,0.0729,0.923,150.167,4,j-idol,Happy
98892,26HTczHXyN2wkeM6ajQcRt,Stephanie J. Block;Teal Wicks,The Cher Show (Original Broadway Cast Recording),Half-Breed,20,93360,False,0.654,0.802,9,-3.843,0,0.0556,0.393,0.0,0.135,0.749,104.718,4,show-tunes,Happy
41288,4T3Znm03tw7c78fbcl4SfU,The Cramps,Big Beat from Badsville,Peter Gunn,28,190426,False,0.436,0.821,4,-4.595,0,0.0459,0.0016,0.829,0.0643,0.892,118.017,4,goth,Happy
95391,1tqo8lM3fRn3unAykbVUGG,Adolescent's Orquesta,Millenium Hits,Fanático,31,171206,False,0.777,0.802,10,-4.623,1,0.0543,0.589,0.0,0.0527,0.966,120.21,4,salsa,Happy
32207,0i8YObgqnjZYoYJOQbwLHq,Poshlaya Molly;Eldzhey,Дом Периньон,Дом Периньон,57,174842,True,0.731,0.734,1,-7.693,1,0.035,0.00505,1.25e-05,0.404,0.751,124.957,4,electronic,Happy
92493,1QfE9NTcIN7p7GmnkbMT2W,Toini & The Tomcats,Going Wild,So Can't You See,28,191160,False,0.39,0.908,1,-3.517,0,0.0456,0.0264,0.0,0.314,0.832,175.802,4,rockabilly,Happy
95015,7LHzKDiYRYPN8ljkAsG5CK,Eddie Santiago,Ritmo Bonito,Lluvia,0,296040,False,0.656,0.852,5,-4.857,0,0.0359,0.397,5.34e-05,0.0834,0.802,165.094,4,salsa,Happy
34517,6TU41CZECxbIjI6xQlPIZp,Nusrat Fateh Ali Khan;A1Melodymaster,Reformed,Hanju Akhiyan De Vichre,41,313741,False,0.734,0.847,8,-5.645,0,0.0414,0.0356,0.00468,0.294,0.707,110.013,4,folk,Happy
100136,1RDWiY1IHfMzXAhbBMYwb6,Kapanga,A 15 Cm De La Realidad,Amor Secreto,44,222426,False,0.54,0.803,0,-6.984,0,0.0476,0.00214,7.37e-06,0.052,0.725,141.497,4,ska,Happy
21923,1qwUNvaIVCoiPQVQKPNyd8,Vybz Kartel,I'll Take You There,I'll Take You There,25,191352,False,0.562,0.808,3,-5.219,0,0.274,0.473,0.0,0.129,0.784,98.77,4,dancehall,Happy
78095,0RR32CK1PCFyX2epXAx15e,Andreas Gabalier,Ernte 2k23,I sing a Liad für di,0,186120,False,0.793,0.866,0,-4.919,1,0.0375,0.218,0.0,0.296,0.934,126.002,4,party,Happy
102811,0tnMpHtgVUrSfMOrtIhhmy,Prateek Kuhad,Raat Raazi,Voh,34,226697,False,0.68,0.715,2,-7.664,1,0.0309,0.0199,0.0984,0.0802,0.708,133.989,4,songwriter,Happy
74735,2poIygCWkfNxPaINmpFGPw,Lulu Santos,Tempos modernos (2001 Remasterizado),Tudo com você - Remasterizado em 2001,40,181080,False,0.813,0.762,1,-6.712,0,0.0482,0.432,0.000124,0.0918,0.772,120.363,4,mpb,Happy
